PN ID	GSC-II ID	RA	DEC	l	b	Epoch	dist	PA	Class
000.6+08.8	S223120133693	17:14:09.788	-23:31:53.41	0.667	8.858	1997.326	30.01	335.99	PHOT
001.1-00.0	S222131234385	17:48:45.970	-27:57:38.03	1.194	-0.086	1996.678	2.71	102.06	ST
008.1+08.2	S223132057996	17:33:35.332	-17:41:16.23	8.129	8.278	1997.244	30.96	318.63	PHOT
010.2+02.7		17:58:14.415	-18:41:26.15	10.289	2.741	0.000	5.72	212.26	GEO
021.9+02.7	S300323037878	18:21:21.115	-8:31:42.30	21.909	2.728	1988.585	1.15	285.28	ST
050.6+19.7	N02210321	18:08:20.083	24:10:43.26	50.676	19.790	1980.050	0.77	17.54	PHOT
099.3-01.9	N03212131305	22:04:12.301	53:04:01.36	99.305	-1.956	1970.850	1.64	213.64	ST
158.6+00.7	N3323221155	04:43:21.268	46:42:05.80	158.584	0.760	1957.600	1096.85	67.81	CS
19W32	S222122056618	17:39:02.870	-28:56:35.10	359.238	1.219	1996.678	2.47	158.18	PHOT
341.4-09.0	S2110011242	17:35:02.502	-49:26:26.38	341.408	-9.037	1986.180	6.86	121.78	ST
A 12		06:02:20.045	09:39:14.09	198.673	-6.320	0.000	42.33	105.75	GEO
A 13	N220002316027	06:04:47.896	03:56:35.76	204.025	-8.516	1989.848	19.44	242.88	CS
A 14	N22021322933	06:11:08.675	11:46:43.37	197.851	-3.400	1988.110	4.26	19.12	CS
A 15	S1012211487	06:27:01.877	-25:22:49.58	233.534	-16.315	1996.131	6.24	142.06	CS
A 16	N21123037383	06:43:55.460	61:47:24.67	153.771	22.832	1998.878	1.46	282.95	CS
A 18		06:56:14.659	-2:53:07.81	216.049	-0.247	0.000	5.39	266.91	GEO
A 19		06:59:56.428	14:36:33.97	200.788	8.450	0.000	13.25	12.79	GEO
A 2	N311312254909	00:45:34.678	57:57:34.88	122.153	-4.903	1989.667	16.07	135.63	CS
A 20	N220100127413	07:22:57.743	01:45:32.83	214.968	7.815	1993.061	4.71	14.19	CS
A 21		07:29:02.707	13:14:48.77	205.140	14.241	0.000	18.95	172.34	CS
A 23	S132230181087	07:43:17.984	-34:45:15.64	249.385	-5.502	1991.874	11.84	77.04	GEO
A 24	N221232118974	07:51:37.551	03:00:20.98	217.176	14.752	1997.263	15.67	67.82	CS
A 26		08:09:01.644	-32:40:24.91	250.374	0.151	0.000	10.55	335.68	GEO
A 28	N2130023616	08:41:35.567	58:13:48.43	158.804	37.179	1996.208	9.63	306.77	CS
A 29	S131111318841	08:40:18.921	-20:54:36.27	244.604	12.564	1992.085	85.69	309.90	CS
A 3	N313310138089	02:12:06.596	64:09:00.94	131.588	2.642	1992.741	32.96	84.14	CS
A 30	N2313320685	08:46:53.514	17:52:45.47	208.559	33.289	1989.853	18.05	135.51	CS
A 31	N23103322677	08:54:13.159	08:53:53.03	219.134	31.290	1986.996	5.67	358.65	CS
A 33	S1210231213	09:39:09.118	-2:48:31.45	238.024	34.864	1985.055	1.98	234.76	CS
A 34	S1211202418	09:45:35.315	-13:10:15.60	248.709	29.540	1995.304	3.57	298.53	CS
A 35	S2033100229	12:53:32.792	-22:52:22.57	303.567	39.996	1987.230	5.47	262.33	CS
A 36	S2030013110	13:40:41.344	-19:52:55.34	318.464	41.500	1986.190	1.99	227.38	CS
A 39	N13220123587	16:27:33.737	27:54:33.44	47.053	42.483	1989.349	4.51	286.17	CS
A 4	N333111136878	02:45:23.667	42:33:04.94	144.323	-15.538	1989.749	37.42	141.17	CS
A 40	S223011112571	16:48:34.515	-21:00:50.67	359.167	15.120	1991.584	14.03	322.12	CS
A 41	S2202212270	17:29:01.954	-15:13:05.20	9.663	10.515	1988.536	30.60	121.32	PHOT
A 42	S220333119033	17:31:29.072	-8:19:10.16	16.010	13.586	1989.512	35.32	89.89	CS
A 43	N100320325192	17:53:32.272	10:37:23.73	36.064	17.621	1993.527	4.29	164.45	CS
A 44		18:30:11.242	-16:45:26.32	15.630	-3.013	0.000	0.48	123.88	GEO
A 45		18:30:15.422	-11:36:57.43	20.199	-0.651	0.000	29.71	83.16	GEO
A 46	N022111330360	18:31:18.290	26:56:12.86	55.415	16.032	1990.551	8.65	59.96	CS
A 47	S300020121985	18:35:22.569	-00:13:49.68	30.895	3.468	1990.631	19.67	337.63	PHOT
A 48	S300313132986	18:42:46.908	-3:13:17.30	29.080	0.455	1997.271	42.88	65.33	CS
A 49		18:53:28.292	-6:28:46.83	27.391	-3.400	0.000	30.40	152.94	GEO
A 5	N333103211952	02:52:15.071	50:35:54.06	141.736	-7.810	1989.763	15.82	263.61	CS
A 50		18:59:20.030	48:27:55.24	78.530	18.723	0.000	20.47	25.01	GEO
A 52	N02332226919	19:04:32.342	17:57:07.13	50.413	5.289	1990.628	3.34	325.72	CS
A 53	N023221018632	19:06:45.910	06:23:52.47	40.372	-0.475	1988.520	3.48	342.54	PHOT
A 54		19:08:39.581	22:58:58.35	55.367	6.692	0.000	7.78	206.47	GEO
A 55		19:10:25.768	-2:20:23.46	33.013	-5.291	0.000	80.01	118.71	GEO
A 56	N0201030119418	19:13:06.129	02:52:47.90	37.974	-3.496	1995.622	7.60	80.94	CS
A 57	N022231310954	19:17:05.733	25:37:33.41	58.614	6.175	1986.669	30.35	256.64	CS
A 58	N020103213277	19:18:20.476	01:46:59.62	37.603	-5.163	1991.674	8.96	190.21	CS
A 59		19:18:40.003	19:34:32.95	53.397	3.060	0.000	39.35	160.33	CS
A 6	N31333005850	02:58:41.873	64:30:06.32	136.100	4.934	1993.719	71.98	96.38	CS
A 60	S303321215212	19:19:17.819	-12:14:36.78	25.028	-11.663	1983.533	15.68	196.79	CS
A 61	N030311352878	19:19:10.222	46:14:52.03	77.701	14.778	1993.478	15.75	182.34	CS
A 62		19:33:17.693	10:37:03.51	47.179	-4.293	0.000	9.56	104.67	GEO
A 63	N021112046696	19:42:10.372	17:05:14.52	53.893	-3.027	1992.436	7.00	167.22	CS
A 65	S3022000382	19:46:34.199	-23:08:12.88	17.307	-21.972	1989.660	6.07	274.58	CS
A 66	S331103117982	19:57:31.532	-21:36:44.65	19.843	-23.781	1992.355	8.76	26.26	CS
A 67	N02121113273	19:58:26.971	03:02:51.96	43.511	-13.410	1992.501	45.14	130.58	CS
A 68	N031203279130	20:00:10.607	21:42:55.43	60.047	-4.334	1991.688	3.21	45.11	CS
A 69		20:19:58.343	38:24:02.16	76.374	1.172	0.000	37.09	321.76	GEO
A 7	S0233022264	05:03:07.521	-15:36:22.81	215.572	-30.855	1990.899	12.27	36.83	CS
A 70	S3020230458	20:31:33.181	-7:05:17.90	38.120	-25.462	1985.682	3.23	188.21	CS
A 71	N0302210698	20:32:24.243	47:21:02.83	85.003	4.488	1989.650	10.42	273.63	CS
A 72	N031311328503	20:50:02.056	13:33:29.63	59.796	-18.729	1990.628	1.29	197.07	CS
A 73	N013003119484	20:56:27.032	57:26:03.05	95.258	7.802	1991.675	9.12	223.14	CS
A 74	N031113122784	21:16:52.274	24:08:51.79	72.664	-17.152	1991.688	1.15	115.40	CS
A 75	N013011237283	21:26:23.540	62:53:31.83	101.857	8.750	1991.524	6.65	141.90	CS
A 77	N012203318145	21:32:10.238	55:52:42.67	97.516	3.173	1990.789	4.79	50.88	CS
A 78	N0330302117	21:35:29.410	31:41:45.39	81.297	-14.913	1986.680	1.35	121.43	CS
A 79	N012213245424	22:26:17.259	54:49:38.07	102.983	-2.322	1990.645	2.90	24.88	CS
A 8	N332023328629	05:06:38.378	39:08:10.77	167.045	-0.973	1988.845	6.66	240.50	CS
A 80	N012210065887	22:34:45.596	52:26:06.21	102.829	-5.019	1987.792	2.98	141.18	CS
A 82	N012320348965	23:45:47.814	57:03:59.22	114.068	-4.671	1995.642	3.17	297.66	PHOT
A 83		23:46:46.709	54:44:37.69	113.616	-6.954	0.000	7.87	287.00	GEO
A 84	N012032330694	23:47:44.298	51:23:56.28	112.916	-10.230	1991.686	5.45	79.26	CS
A 86		00:01:30.974	70:42:29.93	118.796	8.238	0.000	19.28	51.28	GEO
Al 1	S30122212018	18:34:55.257	-27:06:18.12	6.845	-8.668	1997.326	9.31	240.55	PHOT
Al 2-B	S222302065024	17:27:47.063	-28:11:00.76	358.532	3.708	1997.321	2.54	177.91	PHOT
Al 2-E	S222111312880	17:30:14.398	-27:30:19.41	359.399	3.628	1996.678	1.22	166.15	PHOT
Al 2-F	S22211106898	17:30:30.430	-28:35:54.90	358.515	2.979	1996.678	1.62	170.62	ST
Al 2-G	S222111029950	17:32:22.670	-28:14:27.32	359.040	2.830	1996.678	3.40	205.31	ST
Al 2-H	S222321334801	17:33:16.906	-30:26:30.74	357.300	1.467	1996.678	1.61	84.87	PHOT
Al 2-I	S222130322046	17:36:14.178	-28:00:46.32	359.693	2.239	1996.678	1.65	63.83	ST
Al 2-J	S222130257937	17:35:35.503	-27:24:06.49	0.132	2.688	1996.678	3.50	332.09	ST
Al 2-K	S222130068049	17:34:13.818	-27:56:00.95	359.521	2.654	1996.678	1.74	68.04	ST
Al 2-O	S222120235599	17:51:44.663	-31:36:00.18	358.399	-2.505	1996.678	0.98	90.64	ST
Al 2-Q	S222121325148	17:53:25.040	-29:17:08.73	0.577	-1.640	1996.678	2.42	323.49	PHOT
Al 2-R	S222120342289	17:53:36.431	-31:25:25.19	358.753	-2.758	1996.678	14.43	122.73	PHOT
Anon. 20h02m		20:04:16.102	39:35:32.89	75.698	4.377	0.000	94.43	128.43	GEO
Ap 1-12	S301232112488	18:11:35.088	-28:22:37.02	3.328	-4.659	1996.697	0.86	108.64	PHOT
Ap 2-1	N02012112076	18:58:10.459	01:36:57.15	35.140	-0.761	1996.645	38.11	283.74	CS
BD+30 3639	N03010221221	19:34:45.235	30:30:58.94	64.787	5.019	1988.350	0.25	194.72	CS
BV 5-1	N311232243317	00:20:00.450	62:59:03.16	119.373	0.330	1991.683	7.95	251.96	PHOT
BV 5-2	N311233218113	00:40:21.614	62:51:34.28	121.670	0.015	1991.683	17.69	179.42	PHOT
BV 5-3	N3111301918	01:53:03.432	56:24:17.11	131.424	-5.448	1989.959	9.08	302.55	PHOT
Ba 1	N33110208847	03:53:36.549	19:29:38.62	171.302	-25.813	1991.782	3.02	41.28	CS
BlDz 1	S111031027727	11:53:06.602	-50:50:59.16	293.616	10.964	1991.118	31.42	303.32	CS
Bl 2-1	N012222032979	22:20:16.638	58:14:16.59	104.113	1.001	1989.661	0.25	325.01	ST
Bl 3-10	S22212125326	17:55:20.537	-29:57:36.13	0.206	-2.342	1996.678	27.93	159.50	PHOT
Bl 3-13	S222121381425	17:56:02.759	-29:11:16.21	0.951	-2.086	1996.697	12.74	265.12	ST
Bl 3-15	S222121123512	17:52:35.947	-29:06:38.97	0.637	-1.398	1996.697	14.21	293.11	PHOT
Bl B	S22212207841	17:36:59.836	-29:40:08.93	358.385	1.208	1996.678	13.10	129.66	ST
Bl D		17:46:02.818	-31:03:39.33	358.235	-1.185	0.000	7.45	10.14	GEO
Bl M	S22212107035	17:53:47.180	-28:27:16.88	1.335	-1.289	1996.678	2.88	285.86	PHOT
Bl O	S222121338905	17:53:49.717	-28:59:11.26	0.881	-1.566	1996.697	17.54	127.32	ST
Bl Q	S22213105500	17:54:34.866	-28:12:43.04	1.633	-1.317	1996.697	3.41	277.51	ST
BoBn 1	S00011021232	00:37:16.027	-13:42:58.48	108.371	-76.186	1991.679	56.08	34.02	ST
CRBB 1	S3331200980	20:19:28.702	-41:31:27.46	359.282	-33.504	1989.710	9.14	253.90	ST
CRL 618	N332213229171	04:42:53.672	36:06:53.17	166.447	-6.528	1989.916	3.81	262.84	PHOT
CTIO 1230-275	S2012220107	12:33:12.973	-27:48:53.93	298.021	34.883	1994.290	30.47	45.82	ST
CTSS 2	N023300346359	18:50:46.839	12:37:30.20	44.135	5.863	1993.379	67.05	214.87	ST
CTSS 3	N023301189363	19:03:10.090	14:06:58.89	46.827	3.853	1990.628	35.66	268.23	CS
CTSS 4	N023332210608	19:06:22.982	13:44:45.70	46.859	2.982	1990.628	4.80	151.32	PHOT
CTS 1	S300010130	18:06:59.785	-8:55:32.80	19.872	5.663	1986.658	45.55	125.42	PHOT
Cn 1-1	S2302333107	15:51:15.936	-48:44:58.67	330.780	4.154	1974.150	3.96	120.72	ST
Cn 1-3	S2300011549	17:26:12.392	-44:11:24.52	345.039	-4.930	1991.890	6.90	227.36	PHOT
Cn 1-4	S230002330908	17:27:50.072	-46:55:41.88	342.899	-6.676	1997.321	18.46	293.56	PHOT
Cn 1-5	S3013321419	18:29:11.653	-31:29:59.21	2.293	-9.480	1996.697	0.49	169.52	PHOT
Cn 2-1	S222010348	17:54:32.978	-34:22:20.84	356.300	-4.414	1996.683	1.05	104.21	PHOT
Cn 3-1	N0203123532	18:17:34.133	10:09:03.99	38.259	12.085	1972.680	25.09	292.25	PHOT
DS 2	S2333000482	15:43:05.042	-39:18:14.56	335.585	12.448	1980.720	90.93	213.82	CS
DdDm 1	N1323133335	16:40:18.156	38:42:19.92	61.946	41.391	1993.327	0.26	313.06	ST
Dd 1	N0302202100882	20:08:43.080	42:30:11.19	78.617	5.221	1991.604	2.82	156.95	PHOT
DeHt 1	S0221000306	05:55:06.704	-22:54:02.19	228.215	-22.142	1993.959	4.10	286.98	CS
DeHt 2	N1000332283	17:41:40.930	03:06:57.24	27.651	16.925	1993.622	6.08	314.43	CS
DeHt 3		19:17:04.167	-18:01:37.14	19.424	-13.625	0.000	6.97	64.97	GEO
DeHt 4		19:26:26.664	13:19:34.71	48.761	-1.528	0.000	8.36	336.97	GEO
DeHt 5	N013112216864	22:19:33.713	70:56:03.28	111.093	11.641	1991.686	2.09	183.10	CS
DuRe 1	S212132326816	12:45:51.211	-64:09:38.08	302.325	-1.295	1997.090	0.31	23.85	CS
EGB 1	N310132330535	01:07:07.587	73:33:23.13	124.062	10.719	1995.817	2.07	79.71	CS
EGB 4	N2101033276	06:29:33.974	71:04:36.44	143.597	23.818	1997.184	33.62	168.51	CS
EGB 5	N2213212255	08:11:12.779	10:57:16.94	211.914	22.624	1988.944	32.26	117.60	CS
EGB 6	N2022111617	09:52:58.998	13:44:34.48	221.590	46.363	1994.247	27.36	53.12	CS
ESO 040-11	S21023011701	13:34:14.128	-75:46:31.33	305.618	-13.127	1996.448	3.96	48.26	CS
ESO 095-12		12:30:24.659	-66:14:23.18	300.814	-3.454	0.000	2.77	191.19	GEO
ESO 135-04		15:08:43.545	-61:44:14.36	318.441	-3.071	0.000	11.55	333.91	GEO
ESO 209-15	S13213034044	08:05:11.186	-48:23:30.94	263.324	-8.861	1975.201	2.31	291.40	PHOT
ESO 215-04	S1300233911	10:54:40.571	-48:47:02.84	283.905	9.726	1982.000	14.77	81.65	CS
ESO 216-02	S111011118348	11:18:09.740	-52:10:02.33	288.737	8.115	1998.378	4.58	175.39	CS
ESO 223-10	S23310301064	15:01:40.726	-48:21:02.00	324.169	9.078	1997.167	2.46	240.97	CS
ESO 259-10	S13312102895	08:34:07.117	-47:16:37.14	265.116	-4.210	1998.406	1.24	219.22	PHOT
ESO 279-14	S211000231928	17:59:36.163	-46:38:50.94	345.936	-11.218	1996.680	4.20	103.10	PHOT
ESO 320-28	S122003212500	11:52:29.231	-42:17:38.69	291.436	19.258	1996.213	3.79	37.70	CS
ESO 330-02	S230300156306	15:53:12.513	-41:50:26.15	335.472	9.268	1975.423	1.20	92.35	CS
ESO 427-19	S1013020477	06:55:12.157	-29:07:27.32	239.655	-12.073	1992.986	1.39	219.32	PHOT
Fg 1	S1110303223	11:28:36.205	-52:56:04.01	290.507	7.927	1988.468	3.79	230.89	PHOT
Fg 2	S2300032463	17:39:19.847	-44:09:37.14	346.338	-6.897	1996.680	5.41	101.24	ST
Fg 3	S30102101086	18:00:11.819	-38:49:52.73	352.959	-7.596	1985.530	2.04	59.68	ST
G000.5-01.7	S222121322625	17:53:57.079	-29:20:15.69	0.591	-1.767	1996.697	1.97	69.32	PHOT
G001.1+00.8	S222133225264	17:45:11.085	-27:32:38.00	1.140	0.808	1996.678	1.29	21.22	ST
G001.5-00.7	S22213135827	17:52:08.717	-28:02:16.56	1.510	-0.766	1996.678	1.17	143.11	PHOT
G001.6-05.9		18:13:15.842	-30:25:58.49	1.682	-5.954	0.000	7.87	214.19	GEO
G002.1+01.7		17:43:57.380	-26:11:53.98	2.144	1.745	0.000	7.88	319.51	GEO
G002.5+05.1	S222112016082	17:32:12.788	-24:04:59.56	2.519	5.120	1996.678	3.24	116.22	PHOT
G003.3-06.1		18:17:46.363	-29:06:07.52	3.325	-6.197	0.000	4.27	306.17	GEO
G004.6-09.9		18:35:42.223	-29:38:24.53	4.611	-9.930	0.000	3.43	42.26	GEO
G006.5+03.4	S2231002132733	17:47:48.444	-21:32:10.96	6.590	3.412	1996.680	21.84	126.65	ST
G006.5-05.8		18:23:00.645	-26:05:17.00	6.552	-5.833	0.000	8.69	270.07	GEO
G009.3+05.7	S2202023288	17:45:14.155	-17:56:46.57	9.366	5.779	1996.680	55.81	326.56	PHOT
G010.2+07.5	S220231311118	17:41:00.035	-16:18:12.50	10.257	7.494	1996.680	14.63	352.37	ST
G011.1-07.9	S303213114650	18:40:19.914	-22:54:29.23	11.197	-7.920	1997.326	0.77	190.30	PHOT
G011.4+17.9	S22011021545	17:06:54.951	-9:46:58.95	11.399	17.986	1988.312	1.27	145.20	CS
G011.4-07.3	S303212183190	18:38:43.051	-22:24:13.95	11.489	-7.362	1996.686	3.61	106.85	ST
G013.1-13.2	S303020119287	19:04:43.548	-23:26:08.82	13.136	-13.219	1991.614	5.26	245.61	ST
G013.7-15.3		19:14:11.465	-23:41:27.85	13.795	-15.307	0.000	5.35	290.35	GEO
G014.2+03.8	S300121223017	18:02:38.257	-14:42:03.22	14.285	3.796	1996.699	16.88	263.98	ST
G014.4-06.1	S303230240641	18:39:40.056	-19:14:12.04	14.443	-6.148	1996.686	2.41	246.69	ST
G014.5-36.1	N033211351153	20:42:45.967	30:04:06.51	72.400	-7.535	1992.564	1.05	240.22	ST
G016.0-07.6		18:48:10.964	-18:29:38.00	16.014	-7.623	0.000	6.52	107.87	GEO
G016.7-07.3	S303230042264	18:48:30.315	-17:43:54.39	16.738	-7.355	1998.537	3.71	134.63	PHOT
G017.0+11.1	S220313025	17:42:14.430	-8:43:18.61	17.025	11.096	1998.460	5.95	235.31	PHOT
G017.5-07.4	S303301020744	18:50:13.183	-17:02:21.54	17.547	-7.417	1982.554	9.20	126.33	ST
G017.5-09.2	S303312227529	18:57:16.529	-17:50:49.06	17.556	-9.283	1998.537	1.02	86.22	CS
G017.6-01.1		18:27:13.506	-14:08:33.09	17.618	-1.169	0.000	4.17	225.94	PHOT
G019.2-04.4	S30322031572	18:42:24.770	-14:15:11.81	19.209	-4.491	1996.699	1.90	95.68	PHOT
G020.4+00.6	S30033109353	18:25:58.081	-10:45:28.49	20.470	0.680	1988.585	1.82	74.18	ST
G022.0-04.3	S303300078746	18:47:03.954	-11:41:11.74	22.019	-4.343	1996.615	32.27	68.66	PHOT
G032.0-01.7	S300213023068	18:56:15.684	-1:34:00.31	32.088	-1.787	1996.645	4.65	21.98	ST
G032.9-00.7	S300210225635	18:54:06.599	-00:20:00.35	32.941	-0.746	1996.645	3.43	118.63	PHOT
G033.7-02.0	S300212130836	19:00:16.133	-00:14:32.59	33.725	-2.075	1996.645	34.53	27.61	PHOT
G034.5-11.7	S3021013223	19:36:17.531	-3:53:25.26	34.577	-11.748	1985.704	1.73	43.15	ST
G038.4+01.8	N02011112054	18:54:54.139	05:48:11.29	38.494	1.875	1987.576	3.10	222.06	ST
G038.7+01.5	N0201111172	18:56:22.605	05:53:00.53	38.733	1.585	1987.576	28.81	8.79	ST
G039.1-02.2	N02010106366	19:10:53.284	04:27:28.50	39.122	-2.279	1987.576	1.81	106.17	PHOT
G041.5+01.7	N023221233788	19:01:05.749	08:25:36.03	41.531	1.704	1987.412	2.24	90.82	ST
G043.2-02.0	N023233385225	19:17:50.561	08:15:08.34	43.288	-2.052	1992.588	2.65	51.23	ST
G044.1+01.5	N023222361508	19:06:32.146	10:43:23.93	44.188	1.563	1987.412	2.46	112.43	PHOT
G046.7-01.6		19:22:50.367	11:27:56.84	46.705	-1.633	0.000	0.97	149.99	GEO
G047.2+01.7	N023332329221	19:11:35.828	13:31:11.58	47.241	1.753	1990.628	1.20	119.04	PHOT
G049.3+02.3	N023330223680	19:13:17.616	15:39:20.83	49.326	2.376	1992.430	30.49	48.61	PHOT
G051.5+00.2		19:25:40.679	16:33:05.56	51.512	0.167	0.000	198.82	345.43	GEO
G052.7+50.7	N1330123491	15:51:59.889	32:56:54.37	52.733	50.788	1988.730	13.01	300.64	ST
G053.0+01.7		19:22:54.934	18:42:08.06	53.095	1.765	0.000	5.03	10.75	GEO
G055.0+01.8		19:26:40.144	20:29:15.03	55.087	1.830	0.000	5.99	354.08	GEO
G058.9+09.0	N022222213071	19:06:07.409	27:12:57.62	58.941	9.083	1992.422	18.94	277.20	CS
G059.4-00.7		19:45:34.244	22:58:34.41	59.401	-0.788	0.000	1.62	151.43	ST
G065.4+03.1	N030103097525	19:43:47.933	30:14:07.89	65.495	3.180	1995.590	6.91	270.89	PHOT
G069.2+01.2	N033221045703	20:00:41.998	32:27:41.23	69.256	1.217	1992.487	67.76	328.50	PHOT
G070.8+03.7		19:54:17.375	35:07:02.43	70.833	3.736	0.000	5.97	338.92	GEO
G076.6-05.7	N03333231016	20:48:16.627	34:27:24.36	76.603	-5.747	1987.340	6.29	333.51	ST
G080.3-10.4	N033322050500	21:17:08.291	34:12:27.22	80.357	-10.409	1991.702	39.36	226.23	CS
G083.7+05.7		20:22:16.365	47:03:55.95	83.772	5.728	0.000	4.01	222.45	GEO
G095.0-05.5	N032130323632	21:56:32.945	47:36:13.40	95.014	-5.563	1989.527	0.69	126.19	ST
G096.8+31.9	N112100168	17:38:02.531	66:53:47.79	96.894	31.961	1991.436	58.68	90.76	CS
G104.1-01.4		22:30:06.816	56:11:53.82	104.160	-1.434	0.000	33.72	110.51	GEO
G120.3+18.3	N0100201660	23:45:02.268	80:56:59.62	120.218	18.430	1996.640	9.65	183.76	CS
G124.0+02.9	N313212010033	01:02:24.488	65:46:32.81	124.060	2.928	1991.711	4.07	38.56	PHOT
G129.6-05.6	N311122332358	01:40:05.863	56:34:54.74	129.631	-5.656	1989.915	10.76	182.77	CS
G144.8+65.8	N21200127065	11:57:44.835	48:56:18.39	144.812	65.846	1991.111	5.84	16.17	CS
G156.3+12.5	N31232217392	05:37:56.235	55:32:15.98	156.310	12.544	1991.113	7.13	168.66	CS
G160.7-02.9		04:37:21.334	42:47:08.91	160.714	-2.922	0.000	6.27	346.38	GEO
G191.4+33.0	N23323039376	08:27:05.551	31:30:08.48	191.406	33.083	1989.856	0.81	50.64	CS
G193.0-04.5		05:57:07.968	15:25:31.27	192.996	-4.595	0.000	16.53	97.89	CS
G197.0+05.8	N223111330605	06:43:26.144	16:48:51.15	197.024	5.863	1998.003	11.16	214.86	CS
G199.4+14.3	N223030019593	07:20:01.614	18:17:26.47	199.475	14.373	1997.091	3.39	244.13	ST
G208.9-07.8	S100002129636	06:16:15.399	-00:00:25.15	208.902	-7.824	1990.826	2.62	325.10	CS
G222.8-04.2	S1031103690	06:54:13.406	-10:45:38.27	222.841	-4.273	1989.019	0.32	332.24	PHOT
G228.5-11.4		06:37:39.130	-18:57:23.74	228.511	-11.463	0.000	6.71	158.93	GEO
G238.4-01.8		07:33:24.995	-23:26:08.77	238.426	-1.869	0.000	12.48	86.46	GEO
G251.1+00.7		08:13:21.295	-33:01:04.55	251.160	0.723	0.000	41.69	276.28	GEO
G251.9-03.7	S132223351390	07:57:06.546	-36:06:49.96	251.985	-3.758	1992.030	82.86	52.92	PHOT
G255.3-03.6	S13222037689	08:06:28.339	-38:53:23.93	255.330	-3.641	1991.101	56.03	295.28	ST
G257.8-05.4	S132300242473	08:05:33.678	-41:56:17.00	257.824	-5.413	1976.971	13.99	178.99	CS
G260.1+00.2	S133123138286	08:37:24.599	-40:38:07.46	260.152	0.247	1991.268	1.95	234.66	PHOT
G270.1-02.9	S13310336858	08:59:02.971	-50:23:39.68	270.119	-2.950	1996.943	0.31	285.64	ST
G275.9-01:0		09:34:01.368	-53:11:58.09	275.895	-1.022	0.000	23.73	94.62	GEO
G277.1-01.5	S111102170944	09:37:51.861	-54:27:08.59	277.156	-1.572	1991.118	1.61	259.20	PHOT
G279.1-00.4	S111131025579	09:53:27.058	-54:52:39.60	279.153	-0.443	1998.214	2.88	25.19	PHOT
G280.5+01.8		10:10:34.442	-53:56:06.69	280.581	1.805	0.000	7.47	51.09	GEO
G282.6-00.4	S111130333145	10:13:19.673	-56:55:32.24	282.609	-0.428	1997.107	2.16	292.92	ST
G285.1-02.7	S1111112795	10:19:32.466	-60:13:29.41	285.121	-2.716	1997.000	1.08	67.42	PHOT
G290.7+00.2		11:10:25.122	-60:15:36.85	290.715	0.193	0.000	82.24	63.39	GEO
G298.3+06.6	S212320246356	12:18:32.728	-55:54:04.38	298.303	6.675	1997.249	0.86	135.70	CS
G301.1-01.4	S212132216465	12:34:35.968	-64:18:16.99	301.109	-1.492	1997.090	0.72	33.99	PHOT
G307.5-03.6		13:37:32.409	-66:08:33.44	307.578	-3.687	0.000	5.94	23.52	GEO
G308.4+00.4	S212300358901	13:38:42.525	-61:55:45.53	308.464	0.434	1999.123	1705.54	359.83	CS
G308.5-03.5	S213123133717	13:46:25.712	-65:46:24.26	308.540	-3.502	1987.393	1.82	314.11	ST
G310.6+01.4		13:54:25.059	-60:27:20.42	310.625	1.472	0.000	1710.58	179.84	GEO
G313.1+02.1	S21223108064	14:16:51.803	-58:53:10.01	313.788	2.174	1999.126	3.90	270.19	ST
G313.3+01.1	S21222132430	14:15:53.284	-60:01:37.31	313.302	1.134	1999.126	1.29	133.15	ST
G314.4+02.2	S212231020106	14:21:19.909	-58:38:22.10	314.417	2.214	1993.540	1.73	143.66	PHOT
G316.2+00.8	S21300104905	14:38:19.980	-59:11:46.12	316.249	0.884	1993.540	1.00	94.07	ST
G326.1+00.6	S230201024692	15:44:59.086	-54:02:06.43	326.726	0.618	1997.321	2.34	52.30	PHOT
G326.4+01.0	S23310102795	15:19:43.867	-48:59:54.65	326.416	6.993	1997.288	10.07	237.94	PHOT
G326.9+02.2	S230201322220	15:39:43.184	-52:36:31.32	326.962	2.230	1997.288	4.04	204.54	PHOT
G328.0-01.6	S211121330132	16:01:50.807	-54:53:39.61	328.075	-1.600	1997.321	1.76	95.93	ST
G328.4-02.8	S211121137923	16:09:20.143	-55:36:09.84	328.397	-2.840	1997.321	7.49	75.75	PHOT
G331.0+01.2	S230212254487	16:04:17.826	-50:50:02.30	331.035	1.204	1997.321	9.19	265.06	ST
G331.3-12.1	S2113120367	17:16:21.107	-59:29:23.35	331.312	-12.164	1993.247	0.07	0.00	ST
G336.1+04.1	S230332052110	16:15:02.803	-45:11:54.10	336.183	4.127	1997.244	1.03	89.55	PHOT
G340.3-03.2	S230023014967	17:03:10.027	-47:00:27.68	340.394	-3.288	1997.321	3.36	264.69	PHOT
G341.0+09.4	S23011133013	16:13:38.337	-37:59:58.47	341.026	9.491	1998.458	2.84	279.68	PHOT
G341.7-06.0	S230031031025	17:21:02.912	-47:35:27.30	341.702	-6.087	1997.321	1.73	319.12	PHOT
G341.9+08.8	S230111013658	16:19:14.031	-37:47:27.57	341.970	8.864	1997.326	2.88	212.65	PHOT
G342.2-00.3	S230030047500	16:56:33.989	-43:46:13.55	342.228	-0.380	1997.321	32.13	3.89	PHOT
G342.3-06.0		17:22:52.690	-47:02:48.68	342.330	-6.038	0.000	3.32	324.17	GEO
